Year,MonthNo,CountryCode,ProductKey,UnitCost
2024,11,US,233,8.613
2025,1,BR,234,14.885
2025,2,BR,234,14.885
2025,4,BR,234,14.885
2025,5,BR,234,14.885
2025,6,BR,234,14.885
2025,8,BR,234,14.885
2025,9,BR,234,14.885
2025,10,BR,234,14.885
2025,11,BR,234,14.885
2024,12,CA,234,8.931
2025,1,CA,234,8.931
2025,2,CA,234,8.931
2025,3,CA,234,8.931
2025,4,CA,234,8.931
2025,5,CA,234,8.931
2025,6,CA,234,8.931
2025,7,CA,234,8.931
2025,8,CA,234,8.931
2025,9,CA,234,8.931
2025,10,CA,234,8.931
2025,11,CA,234,8.931
2024,12,DE,234,8.931
2025,1,DE,234,8.931
2025,2,DE,234,8.931
2025,3,DE,234,8.931
2025,4,DE,234,8.931
2025,5,DE,234,8.931
2025,6,DE,234,8.931
2025,7,DE,234,8.931
2025,8,DE,234,8.931
2025,9,DE,234,8.931
2025,10,DE,234,8.931
2025,11,DE,234,8.931
2024,12,FR,234,8.931
2025,1,FR,234,8.931
2025,2,FR,234,8.931
2025,3,FR,234,8.931
2025,4,FR,234,8.931
2025,5,FR,234,8.931
2025,6,FR,234,8.931
2025,7,FR,234,8.931
2025,8,FR,234,8.931
2025,9,FR,234,8.931
2025,10,FR,234,8.931
2025,11,FR,234,8.931
2024,12,GB,234,8.931
2025,1,GB,234,8.931
2025,2,GB,234,8.931
2025,3,GB,234,8.931
2025,4,GB,234,8.931
2025,5,GB,234,8.931
2025,6,GB,234,8.931
2025,7,GB,234,8.931
2025,8,GB,234,8.931
2025,9,GB,234,8.931
2025,10,GB,234,8.931
2025,11,GB,234,8.931
2024,12,US,234,8.931
2025,1,US,234,8.931
2025,2,US,234,8.931
2025,3,US,234,8.931
2025,4,US,234,8.931
2025,5,US,234,8.931
2025,6,US,234,8.931
2025,7,US,234,8.931
2025,8,US,234,8.931
2025,9,US,234,8.931
2025,10,US,234,8.931
2025,11,US,234,8.931
2022,12,CA,235,8.655
2023,1,CA,235,8.655
2023,3,CA,235,8.655
2023,5,CA,235,8.655
2023,7,CA,235,8.655
2023,8,CA,235,8.655
2023,9,CA,235,8.655
2023,10,CA,235,8.655
2023,11,CA,235,8.655
2022,12,US,235,8.655
2023,1,US,235,8.655
2023,3,US,235,8.655
2023,5,US,235,8.655
2023,7,US,235,8.655
2023,8,US,235,8.655
2023,9,US,235,8.655
2023,10,US,235,8.655
2023,11,US,235,8.655
2023,12,CA,236,8.646
2024,1,CA,236,8.646
2024,2,CA,236,8.646
2024,3,CA,236,8.646
2024,4,CA,236,8.646
2024,5,CA,236,8.646
2024,6,CA,236,8.646
2024,7,CA,236,8.646
2024,8,CA,236,8.646
2024,9,CA,236,8.646
2024,10,CA,236,8.646
2024,11,CA,236,8.646
2023,12,FR,236,8.646
2024,1,FR,236,8.646
2024,3,FR,236,8.646
2024,4,FR,236,8.646
2024,6,FR,236,8.646
2024,7,FR,236,8.646
2024,9,FR,236,8.646
2024,10,FR,236,8.646
2023,12,GB,236,8.646
2024,1,GB,236,8.646
2024,2,GB,236,8.646
2024,3,GB,236,8.646
2024,4,GB,236,8.646
2024,5,GB,236,8.646
2024,6,GB,236,8.646
2024,7,GB,236,8.646
2024,9,GB,236,8.646
2024,10,GB,236,8.646
2023,12,US,236,8.646
2024,1,US,236,8.646
2024,2,US,236,8.646
2024,3,US,236,8.646
2024,4,US,236,8.646
2024,5,US,236,8.646
2024,6,US,236,8.646
2024,7,US,236,8.646
2024,8,US,236,8.646
2024,9,US,236,8.646
2024,10,US,236,8.646
2024,11,US,236,8.646
2024,12,BR,237,14.99
2025,2,BR,237,14.99
2025,7,BR,237,14.99
2024,12,CA,237,8.994
2025,1,CA,237,8.994
2025,2,CA,237,8.994
2025,3,CA,237,8.994
2025,4,CA,237,8.994
2025,5,CA,237,8.994
2025,6,CA,237,8.994
2025,7,CA,237,8.994
2025,8,CA,237,8.994
2025,9,CA,237,8.994
2025,10,CA,237,8.994
2025,11,CA,237,8.994
2024,12,DE,237,8.994
2025,1,DE,237,8.994
2025,2,DE,237,8.994
2025,3,DE,237,8.994
2025,4,DE,237,8.994
2025,6,DE,237,8.994
2025,7,DE,237,8.994
2025,9,DE,237,8.994
2025,10,DE,237,8.994
2024,12,FR,237,8.994
2025,1,FR,237,8.994
2025,2,FR,237,8.994
2025,3,FR,237,8.994
2025,4,FR,237,8.994
2025,5,FR,237,8.994
2025,6,FR,237,8.994
2025,7,FR,237,8.994
2025,8,FR,237,8.994
2025,9,FR,237,8.994
2025,10,FR,237,8.994
2025,11,FR,237,8.994
2024,12,GB,237,8.994
2025,1,GB,237,8.994
2025,2,GB,237,8.994
2025,3,GB,237,8.994
2025,5,GB,237,8.994
2025,6,GB,237,8.994
2025,8,GB,237,8.994
2025,9,GB,237,8.994
2025,11,GB,237,8.994
2024,12,US,237,8.994
2025,1,US,237,8.994
2025,2,US,237,8.994
2025,3,US,237,8.994
2025,4,US,237,8.994
2025,5,US,237,8.994
2025,6,US,237,8.994
2025,7,US,237,8.994
2025,8,US,237,8.994
2025,9,US,237,8.994
2025,10,US,237,8.994
2025,11,US,237,8.994
2023,3,CA,238,227.424
2023,9,CA,238,227.424
2023,10,CA,238,227.424
2023,3,US,238,227.424
2023,5,US,238,227.424
2023,9,US,238,227.424
2023,10,US,238,227.424
2023,11,US,238,227.424
2023,12,CA,239,234.246
2024,1,CA,239,234.246
2024,2,CA,239,234.246
2024,3,CA,239,234.246
2024,4,CA,239,234.246
2024,9,CA,239,234.246
2024,10,CA,239,234.246
2023,12,FR,239,234.246
2024,1,FR,239,234.246
2024,2,FR,239,234.246
2024,4,FR,239,234.246
2024,5,FR,239,234.246
2024,10,FR,239,234.246
2024,11,FR,239,234.246
2023,12,GB,239,234.246
2024,1,GB,239,234.246
2024,2,GB,239,234.246
2024,9,GB,239,234.246
2023,12,US,239,234.246
2024,1,US,239,234.246
2024,2,US,239,234.246
2024,3,US,239,234.246
2024,4,US,239,234.246
2024,5,US,239,234.246
2024,9,US,239,234.246
2024,10,US,239,234.246
2024,11,US,239,234.246
2024,12,CA,240,257.67
2025,1,CA,240,257.67
2025,2,CA,240,257.67
2025,3,CA,240,257.67
2025,4,CA,240,257.67
2025,5,CA,240,257.67
2025,9,CA,240,257.67
2025,10,CA,240,257.67
2025,11,CA,240,257.67
2024,12,DE,240,257.67
2025,2,DE,240,257.67
2025,5,DE,240,257.67
2025,11,DE,240,257.67
2024,12,FR,240,257.67
2025,1,FR,240,257.67
2025,2,FR,240,257.67
2025,4,FR,240,257.67
2025,5,FR,240,257.67
2025,10,FR,240,257.67
2024,12,GB,240,257.67
2025,2,GB,240,257.67
2025,3,GB,240,257.67
2025,5,GB,240,257.67
2025,9,GB,240,257.67
2025,11,GB,240,257.67
2024,12,US,240,257.67
2025,1,US,240,257.67
2025,2,US,240,257.67
2025,3,US,240,257.67
2025,4,US,240,257.67
2025,5,US,240,257.67
2025,9,US,240,257.67
2025,10,US,240,257.67
2025,11,US,240,257.67
2023,3,CA,241,227.424
2023,5,CA,241,227.424
2023,9,CA,241,227.424
2023,10,CA,241,227.424
2023,3,US,241,227.424
2023,5,US,241,227.424
2023,9,US,241,227.424
2023,10,US,241,227.424
2023,11,US,241,227.424
2023,12,CA,242,234.246
2024,1,CA,242,234.246
2024,2,CA,242,234.246
2024,3,CA,242,234.246
2024,4,CA,242,234.246
2024,5,CA,242,234.246
2024,9,CA,242,234.246
2024,10,CA,242,234.246
2023,12,FR,242,234.246
2024,1,FR,242,234.246
2024,2,FR,242,234.246
2024,4,FR,242,234.246
2024,10,FR,242,234.246
2023,12,GB,242,234.246
2024,1,GB,242,234.246
2024,2,GB,242,234.246
